도서관명,행정구역,주소
정릉4동 새마을문고,서울특별시 성북구,"서울특별시 성북구 보국문로 106-1, (정릉동)정릉4동 주민센터 2층"
정릉푸르지오 북카페,서울특별시 성북구,서울특별시 성북구 보국문로 19(정릉푸르지오아파트)
정인꿈땅도서관,서울특별시 성북구,"서울특별시 성북구 서경로6길 70, (길음동)1층"
정임도서관,서울특별시 은평구,"서울특별시 은평구 통일로 951, (갈현동)2층"
제기동 미래뜰 작은도서관,서울특별시 동대문구,서울특별시 동대문구 약령시로 71주민센터 2층
종로수어영상도서관,서울특별시 종로구,"서울특별시 종로구 대학로3길 14, (효제동)4층"
종암2차SK뷰(아) 작은도서관,서울특별시 성북구,서울특별시 성북구 종암로24길 35(종암2차SK뷰아파트)종암2차SK뷰(아)
종암동 새마을문고,서울특별시 성북구,"서울특별시 성북구 종암로 98-8, (종암동)종암동 주민센터 3층"
종이비행기작은도서관,서울특별시 강서구,"서울특별시 강서구 남부순환로19길 50, (외발산동)202호"
좋은 맘 작은도서관,서울특별시 강북구,"서울특별시 강북구 삼양로 430, (수유동)2층"
좋은땅꿈나책 작은도서관,서울특별시 강동구,"서울특별시 강동구 풍성로37가길 58, (성내동)b1 f"
좋은친구어린이도서관,서울특별시 강서구,서울특별시 강서구 방화대로6나길 28한사랑교회2층
주님의 교회 문고,서울특별시 송파구,"서울특별시 송파구 올림픽로4길 16, (잠실동)주님의교회 5층 "
주님의숲작은도서관,서울특별시 동작구,"서울특별시 동작구 사당로17길 31, (사당동)사당중앙교회 1층"
주영광작은도서관,서울특별시 강동구,"서울특별시 강동구 양재대로115길 28, (길동)3층"
중계사랑북카페,서울특별시 노원구,서울특별시 노원구 덕릉로82길 50(중계4동주민센터)369-2 중계4동주민센터
중계종합사회복지관 CAN DO 도서관,서울특별시 노원구,"서울특별시 노원구 덕릉로 662, (중계동, 주공3단지아파트)중계종합사회복지관 CAN DO 도서관"
중계주공10단지책과친구들,서울특별시 노원구,서울특별시 노원구 노원로22길 53(주공10단지아파트)주공10단지아파트관리사무소
중곡1동 새마을작은도서관,서울특별시 광진구,서울특별시 광진구 긴고랑로12길 49(중곡제1동주민센터)중곡1동 새마을작은도서관
중곡2동 새마을작은도서관,서울특별시 광진구,서울특별시 광진구 능동로 346(중곡제2동주민센터)2층
중곡3동 새마을작은도서관,서울특별시 광진구,서울특별시 광진구 동일로76가길 28(중곡제3동주민센터)1층
중곡4동 새마을작은도서관,서울특별시 광진구,서울특별시 광진구 긴고랑로 1311층
중곡교회작은도서관,서울특별시 광진구,서울특별시 광진구 긴고랑로36길 56(중곡교회)지층
중구청 작은도서관,서울특별시 중구,서울특별시 중구 창경궁로 17(중구청)1층
중랑재미 작은도서관,서울특별시 중랑구,"서울특별시 중랑구 용마공원로 7-3, (망우동)지하1층"
중앙동 새싹 작은도서관,서울특별시 관악구,서울특별시 관악구 양녕로6다길 7(중앙동주민센터)1층
중화어린이도서관,서울특별시 중랑구,"서울특별시 중랑구 중랑역로3길 28, (중화동)중화문화복지센터3층"
즐거운가 작은도서관,서울특별시 송파구,"서울특별시 송파구 새말로 149, (문정동)지하1층"
지양마을작은도서관,서울특별시 양천구,서울 양천구 신월7동지양로17길33
지웰작은도서관,서울특별시 은평구,"서울특별시 은평구 진관4로 78-38, (진관동, 은평지웰테라스)은평지웰테라스"
지혜누리작은도서관,서울특별시 은평구,서울특별시 은평구 연서로44길 30(은평뉴타운폭포동)425동 2층
지혜만들기 작은도서관,서울특별시 종로구,서울특별시 종로구 종로35가길 19(종로5-6가동주민센터)종로56가동주민센터3층
지혜문고,서울특별시 동작구,"서울특별시 동작구 장승배기로19길 49, (노량진동)재영교회 2층"
지혜샘터 작은도서관,서울특별시 동작구,"서울특별시 동작구 상도로34길 34, (상도동)1층"
지혜어린이도서관,서울특별시 강북구,"서울특별시 강북구 도봉로65길 35, (미아동)3층"
지혜의 숲 작은도서관,서울특별시 서초구,"서울특별시 서초구 청계산로7길 43 (신원동, 서초포레스타5단지)신원동, 서초포레스타5단지"
지혜의샘 작은도서관,서울특별시 노원구,"서울특별시 노원구 동일로193가길 8, (공릉동)봉화현교회 1층"
지혜의숲,서울특별시 금천구,"서울특별시 금천구 시흥대로90길 25, (독산동)1층"
참벗영어작은도서관,서울특별시 송파구,"서울특별시 송파구 백제고분로46길 20, (송파동)3층"
참사랑평화학교 도서관,서울특별시 노원구,"서울특별시 노원구 한글비석로 93, (하계동)참사랑평화학교 4층"
참새 작은도서관 ,서울특별시 금천구,"서울특별시 금천구 한내로 69-15, (독산동, 주공13단지아파트)금천한내종합복지관 3층"
참새소풍 작은도서관(천왕 2단지),서울특별시 구로구,"서울특별시 구로구 천왕로 92, (천왕동, 천왕이펜하우스2단지)천왕이펜하우스 203동 1층 참새소풍 작은도서관"
참솔도서관,서울특별시 도봉구,"서울특별시 도봉구 시루봉로 193, (방학동)2층"
창2동 공립 작은도서관,서울특별시 도봉구,"서울특별시 도봉구 덕릉로59길 73-3, (창동)창2동주민센터"
창3동 공립 작은도서관,서울특별시 도봉구,"서울특별시 도봉구 덕릉로62길 89, (창동)창3동주민센터"
창4동 공립 작은도서관,서울특별시 도봉구,"서울특별시 도봉구 노해로 390, (창동)5층 공립 작은도서관"
창5동 공립 작은도서관,서울특별시 도봉구,"서울특별시 도봉구 도봉로136나길 20, (창동)창5동주민센터 3층"
창이 작은도서관,서울특별시 종로구,서울특별시 종로구 창신길 62(창신제2동주민센터)583-3 
채우리작은도서관,서울특별시 강동구,"서울특별시 강동구 고덕로24길 49, (암사동)암사1동자치회관 1층"
채움 작은도서관,서울특별시 강서구,서울특별시 강서구 개화동로23길 20(방화2동주민센터)2층
책과의 어울림 금호 작은도서관,서울특별시 송파구,"서울특별시 송파구 송파대로32길 15, (가락동, 가락금호아파트)금호(아) 106동 1층(가락동)"
책꾸러미작은도서관,서울특별시 강동구,"서울특별시 강동구 상암로 260, (명일동)명일2동주민센터 2층"
책누리작은도서관,서울특별시 노원구,서울특별시 노원구 중계로 143(중계본동주민센터)중계본동주민센터
책달샘숲속작은도서관,서울특별시 금천구,"서울특별시 금천구 독산로54길 188, (독산동)감로천생태공원(독산동 373)"
책뜰에 도서관,서울특별시 은평구,서울특별시 은평구 북한산로 2(은평뉴타운구파발)1023동 1층
책마루 작은도서관,서울특별시 강서구,서울특별시 강서구 강서로33가길 17(화곡3동 주민센터)2층
책사랑북카페,서울특별시 노원구,서울특별시 노원구 한글비석로 279(중계1동주민센터)중계1동주민센터
책소리 작은도서관,서울특별시 중랑구,"서울특별시 중랑구 겸재로 138, (면목동)새로운교회 2층"
책이든거리 작은도서관,서울특별시 금천구,"서울특별시 금천구 범안로 1130, (가산동)독산역 2번출구 앞"
책이랑놀이랑도서관,서울특별시 관악구,서울특별시 관악구 행운1길 12(신창문화복지센터)1675-12 신창문화복지센터 2층 책이랑놀이랑도서관
책이랑친구랑작은도서관,서울특별시 노원구,서울특별시 노원구 노원로1길 68(공릉2동청사)공릉2동주민센터
책읽는 나무 의자,서울특별시 송파구,"서울특별시 송파구 토성로19길 7, (풍납동)"
책읽는 마을,서울특별시 강북구,"서울특별시 강북구 한천로109길 67, (번동)한양아파트 상가 2층"
책읽는마을 작은도서관,서울특별시 금천구,"서울특별시 금천구 독산로74길 31, (독산동)1층"
책읽는쉼터,서울특별시 양천구,서울 양천구 신정7동목동동로 10
책읽는주민사랑방 작은도서관,서울특별시 금천구,"서울특별시 금천구 금하로21길 20, (시흥동)시흥5동주민센터 2층"
책향기작은도서관,서울특별시 강서구,서울특별시 강서구 강서로47길 54(발산1동주민센터)2층
천사작은도서관,서울특별시 강서구,"서울특별시 강서구 마곡서로 133, (마곡동, 마곡엠밸리7단지)705동 3층"
천연동 하늘샘작은도서관,서울특별시 서대문구,"서울특별시 서대문구 독립문로 27, (옥천동)하늘샘작은도서관"
천왕마을작은도서관,서울특별시 구로구,"서울특별시 구로구 천왕로 36, (천왕동)센터프라자 306호"
천주교연신내성당 북카페,서울특별시 은평구,"서울특별시 은평구 연서로43길 6, (불광동)연신내성당"
청개구리 작은도서관,서울특별시 금천구,"서울특별시 금천구 독산로 317, (독산동)독산3동주민센터 3층"
청구동작은도서관,서울특별시 중구,서울특별시 중구 다산로24가길 23(동산 공영 주차장)문화마당 1층
청룡동 숯고을 작은도서관,서울특별시 관악구,서울특별시 관악구 쑥고개로 44(청룡동주민센터)2층
청림동 푸른숲 작은도서관,서울특별시 관악구,서울특별시 관악구 관악로40길 39(청림동주민센터)3층
청소년도서관작공,서울특별시 은평구,"서울특별시 은평구 통일로 817, (대조동)대조빌딩 3층 전면부"
청소년문화공간JU역촌동 작은도서관,서울특별시 은평구,"서울특별시 은평구 역말로 14, (역촌동)3층"
청소년수련관 푸르미르,서울특별시 용산구,"서울특별시 용산구 이촌로71길 24(이촌제1동주민센터, 용산청소년수련관)5층"
청운효자동 북카페,서울특별시 종로구,서울특별시 종로구 자하문로 92(청운효자동주민센터)청운효자동 주민센터 2층
청파 어린이 영어도서관,서울특별시 용산구,"서울특별시 용산구 청파로49길 34, (청파동2가)4층"
청파도서관,서울특별시 종로구,서울 종로구 종로6가11-1
초대구름도서관,서울특별시 강동구,서울특별시 강동구 상암로27나길 13(대한예수교장로회초대교회)2층
초록길도서관,서울특별시 은평구,서울특별시 은평구 연서로5길 28(부호아파트)58-9호
초록나라작은도서관,서울특별시 도봉구,"서울특별시 도봉구 도봉로181길 65-8, (도봉동)초록나라도서관"
"초록도서관(8단지 두산,화성문고)",서울특별시 중랑구,"서울특별시 중랑구 신내로 155, (신내동, 신내8단지두산.화성아파트)신내 8단지 두산.화성아파트 관리소 2층"
초록동 작은도서관,서울특별시 강서구,"서울특별시 강서구 초록마을로14길 36, (화곡동)2층"
초록리본도서관,서울특별시 마포구,서울특별시 마포구 동교로19길 42층
초록숲작은도서관,서울특별시 마포구,"서울특별시 마포구 마포대로11길 44-81, (아현동)지하1층"
